dt,close,sentiment_score
2022-10-28,29.07,0.16860110714285712
2022-10-31,28.43,-0.000489000000000001
2022-11-01,28.3,0.021799
2022-11-02,27.42,0.149953
2022-11-03,27.39,0.14143514285714284
2022-11-04,28.2,0.039570999999999995
2022-11-07,28.41,0.08378625
2022-11-08,28.48,0.02279566666666667
2022-11-09,27.52,-0.03126716666666667
2022-11-10,29.76,0.103865125
2022-11-11,30.43,0.08362068181818182
2022-11-14,30.35,0.19200840000000002
2022-11-15,30.71,0.13063757142857144
2022-11-16,29.53,-0.038289444444444445
2022-11-17,29.89,0.06247622222222222
2022-11-18,29.87,0.21755033333333337
2022-11-21,28.94,-0.016588428571428566
2022-11-22,29.82,0.1707678571428571
2022-11-23,29.67,0.093982
2022-11-28,28.725,0.1093092
2022-11-29,28.9,-0.108895
2022-11-30,30.07,0.11137733333333333
2022-12-01,29.83,0.1414518
2022-12-02,29.41,0.06429633333333333
2022-12-05,29.17,0.15091933333333332
2022-12-06,28.6,0.049725454545454545
2022-12-07,28.33,0.07322799999999999
2022-12-08,28.44,0.1413625
2022-12-09,28.24,0.1112538
2022-12-12,28.69,0.140353
2022-12-13,28.73,0.0903494
2022-12-14,28.26,0.061217600000000004
2022-12-15,27.15,0.1152985
2022-12-16,26.92,0.0782375
2022-12-19,26.79,0.06815800000000001
2022-12-20,26.44,0.08065516666666667
2022-12-21,26.83,0.1784645
2022-12-22,25.97,0.1700502222222222
2022-12-23,26.09,0.04408566666666667
2022-12-27,25.94,0.05803462499999999
2023-02-28,24.93,0.026528600000000003
2023-03-01,25.33,0.05145833333333333
2023-03-02,26.2,0.19548922222222223
2023-03-03,26.4,0.09183916666666665
2023-03-06,25.99,-0.02893177777777778
2023-03-07,25.53,0.2043586
2023-03-08,25.98,0.038928750000000005
2023-03-09,26.44,0.0418922
2023-03-10,27.22,0.20897
2023-03-13,26.95,0.196046
2023-03-14,28.01,0.018949
2023-03-15,28.41,0.11379874999999999
2023-03-16,30.18,0.261332
2023-03-17,29.81,0.137424
2023-03-20,29.16,0.16646350000000001
2023-03-21,28.46,0.17196233333333333
2023-03-22,28.13,0.108644375
2023-03-23,29.03,0.17948683333333335
2023-03-24,29.36,0.0303785
2023-03-27,29.18,-0.021549875000000003
2023-03-28,29.29,-0.11521300000000001
2023-03-29,31.52,0.19600275
2023-03-30,32.09,0.2739153636363636
2023-03-31,32.67,0.09979845454545454
2023-04-03,32.89,0.05166620000000001
2023-04-04,33.1,0.14795533333333333
2023-04-05,32.83,-0.037877111111111125
2023-04-06,32.81,0.015064666666666662
2023-04-10,32.52,0.17800627272727274
2023-04-11,32.35,0.22331033333333336
2023-04-12,32.02,0.1622506
2023-04-13,32.13,0.07635133333333334
2023-04-14,31.89,0.10087366666666668
2023-04-17,32.14,0.10431100000000001
2023-04-18,31.83,0.2130934
2023-04-19,31.15,0.07897008333333333
2023-04-20,30.86,-0.013150214285714284
2023-04-21,30.3,0.1336557
2023-04-24,29.66,0.04165716666666667
2023-04-25,28.88,-0.068597
2023-04-26,29.05,0.016063333333333336
2023-04-27,29.86,0.08211725
2023-04-28,31.06,0.06440717391304349
2023-05-01,30.3,0.08765162500000001
2023-05-02,29.77,0.08859490909090909
2023-05-03,30.65,-0.023035444444444445
2023-05-04,31.24,0.17456939999999999
2023-05-05,30.99,0.003827
2023-05-08,30.77,0.059811
2023-05-09,30.1,0.06299850000000001
2023-05-10,29.97,0.2091322
2023-05-11,28.86,0.1945146
2023-05-12,28.95,0.084908
2023-05-15,29.8,0.17336685714285713
2023-05-16,29.22,-0.05529333333333333
2023-05-17,28.87,-0.07746233333333333
2023-05-18,29.68,0.0282884
2023-05-19,29.93,0.1161538
2023-05-22,30.28,0.0007790000000000002
2023-05-23,29.51,0.038539750000000005
2023-05-24,29.0,0.13295766666666667
2023-05-25,27.4,-0.018987181818181816
2023-05-26,29.0,0.044829999999999995
2023-05-30,29.99,0.05713066666666666
2023-05-31,31.44,0.14903166666666667
2023-06-01,31.13,0.032996
2023-06-02,31.31,0.13024360000000001
2023-06-05,29.86,0.12333625
2023-06-06,30.96,0.14126841176470586
2023-06-07,31.28,0.1025222857142857
2023-06-08,31.82,0.114827
2023-06-09,31.34,0.027301199999999998
2023-06-12,33.07,0.010411000000000004
2023-06-13,33.91,0.07862408333333333
2023-06-14,35.58,0.16171790909090908
2023-06-15,35.82,0.10175628571428572
2023-06-16,36.37,0.20282314285714284
2023-06-20,35.0,0.1210535
2023-06-21,32.9,0.1124415
2023-06-22,32.71,0.2189879285714286
2023-06-23,33.0,0.024867444444444445
2023-06-26,33.34,-0.017616555555555552
2023-09-20,34.69,0.0697886
2023-09-21,34.65,0.073700875
2023-09-22,34.18,0.06217625
2023-09-25,34.29,0.113979375
2023-09-26,33.83,0.1798912
2023-09-27,34.61,0.246338
2023-09-28,35.18,0.09732185714285714
2023-09-29,35.55,0.03883859999999999
2023-10-02,35.46,0.2233987142857143
2023-10-03,35.69,0.18774
2023-10-04,35.93,0.26961764285714285
2023-10-05,35.89,0.067223
2023-10-06,36.19,-0.08091233333333332
2023-10-09,36.06,0.10638375
2023-10-10,36.43,0.0941492
2023-10-11,36.88,0.09774000000000001
2023-10-12,36.84,0.1696235
2023-10-13,35.97,0.14515075
2023-10-16,36.56,0.13169422222222224
2023-10-17,36.06,0.08527086666666667
2023-10-18,35.64,0.051718200000000006
2023-10-19,35.67,0.044539272727272726
2023-10-20,34.92,0.048367266666666665
2023-10-23,33.85,0.10779969230769232
2023-10-24,34.59,0.157309
2023-10-25,32.83,0.1287085
2023-10-26,32.52,0.09347928571428572
2023-10-27,35.54,0.20481914285714287
2023-10-30,35.69,0.15189876923076923
2023-10-31,36.5,0.13223358823529413
2023-11-01,37.29,0.17891585714285713
2023-11-02,37.7,0.09415733333333333
2023-11-03,38.14,0.1326892
2023-11-06,37.95,0.193124
2023-11-07,38.77,0.15039070000000002
2023-11-08,37.92,0.14577833333333334
2023-11-09,37.8,0.1087855
2023-11-10,38.86,0.1185522
2023-11-13,38.23,0.1880687
2023-11-14,39.41,0.12125085714285715
2023-11-15,40.61,0.30319219999999997
2023-11-16,43.35,0.2464175
2023-11-17,43.81,0.0936432
2023-11-20,44.74,0.3267692857142857
2023-11-21,43.64,0.11454990000000001
2023-11-22,43.67,0.11724358333333333
2023-11-24,43.96,0.10377079999999998
2023-11-27,44.08,0.1742562857142857
2023-11-28,44.23,0.1678934
2023-11-29,44.94,0.2601968
2023-11-30,44.7,0.12886190909090908
2023-12-01,43.74,0.120526
2023-12-04,42.35,0.17555591666666667
2023-12-05,41.92,0.13683672727272728
2023-12-06,41.27,0.07652244444444445
2023-12-07,42.15,0.15758566666666665
2023-12-08,42.7,0.18178666666666668
2023-12-11,44.54,0.17818842857142858
2023-12-12,44.04,0.17931554545454545
2023-12-13,44.57,0.15197283333333333
2023-12-14,45.18,0.20359293333333334
2023-12-15,46.16,0.2487162380952381
2023-12-18,45.69,0.1824503076923077
2023-12-19,46.66,0.1995277142857143
2023-12-20,45.76,0.2623596
2023-12-21,47.08,0.194256875
2023-12-22,48.0,0.22939557142857142
2024-03-25,41.83,0.0987004
2024-03-26,41.99,0.1348673
2024-03-27,43.77,0.20557685714285714
2024-03-28,44.17,0.12366857142857143
2024-04-01,44.52,0.2289155
2024-04-02,43.94,0.18429833333333334
2024-04-03,40.33,0.047845149999999996
2024-04-04,39.73,0.10814166666666668
2024-04-05,38.71,0.0008247999999999977
2024-04-08,37.98,-0.020352000000000006
2024-04-09,38.33,0.12029509090909091
2024-04-10,37.2,0.1626614705882353
2024-04-11,37.63,0.1356938
2024-04-12,35.69,0.07503807692307692
2024-04-15,36.31,0.1715128
2024-04-16,36.26,0.07253111111111112
2024-04-17,35.68,0.1924971818181818
2024-04-18,35.04,0.09692963636363636
2024-04-19,34.2,0.09492214285714286
2024-04-22,34.41,0.15867040000000002
2024-04-23,34.28,-0.016554750000000003
2024-04-24,34.5,0.1840925
2024-04-25,35.11,0.12243192857142857
2024-04-26,31.88,0.10401580000000002
2024-04-29,31.36,-0.110198
2024-04-30,30.47,-0.13180716666666667
2024-05-01,30.37,-0.06392922222222222
2024-05-02,30.51,-0.06904183333333334
2024-05-03,30.9,0.082177
2024-05-06,30.97,0.045346222222222225
2024-05-07,30.68,0.0020550000000000013
2024-05-08,30.0,-0.045426
2024-05-09,30.09,-0.005505250000000001
2024-05-10,29.85,0.11639036363636364
2024-05-13,30.51,0.068125
2024-05-14,31.05,0.224429
2024-05-15,31.27,-0.020620700000000002
2024-05-16,32.03,0.074401
2024-05-17,31.83,0.021833499999999992
2024-05-20,32.1,0.002514454545454546
2024-05-21,31.74,0.08005033333333333
2024-05-22,31.42,0.124202
2024-05-23,30.08,0.03829158333333333
2024-05-24,30.72,0.17376566666666665
2024-05-28,31.06,0.10512133333333333
2024-05-29,30.13,-0.012840666666666658
2024-05-30,30.19,0.0956286
2024-05-31,30.85,0.09590086666666667
2024-06-03,30.29,0.047676
2024-06-04,30.03,0.2186966111111111
2024-06-05,30.78,0.13254725
2024-06-06,30.42,0.12777484615384616
2024-06-07,30.74,0.039887692307692305
2024-06-10,30.91,0.08503792307692308
2024-06-11,30.92,0.1670035
2024-06-12,30.76,-0.014256999999999988
2024-06-13,30.46,0.17001933333333333
2024-06-14,30.45,0.1770695
2024-06-17,30.98,0.10316790909090909
2024-06-18,30.63,0.105437
2024-06-20,30.62,0.093796
2024-06-21,31.09,0.2251305
2024-08-02,21.48,-0.10130900000000001
2024-08-05,20.11,-0.0988896923076923
2024-08-06,19.83,-0.10173491666666666
2024-08-07,18.99,0.07230257142857144
2024-08-08,20.49,-0.031649100000000006
2024-08-09,19.71,-0.032235250000000014
2024-08-12,19.36,0.008798
2024-08-13,20.47,0.2927228
2024-08-14,19.92,0.07314757142857142
2024-08-15,20.69,0.106284375
2024-08-16,20.87,0.11066040000000002
2024-08-19,21.52,0.13299816666666667
2024-08-20,20.99,0.057822571428571425
2024-08-21,21.41,-0.0019497500000000036
2024-08-22,20.1,0.047636727272727275
2024-08-23,20.54,0.07496207142857143
2024-08-26,20.13,0.16612274999999999
2024-08-27,20.07,0.1994405
2024-08-28,19.61,0.10392500000000002
2024-08-29,20.13,0.050841666666666674
2024-08-30,22.04,0.09119315384615384
2024-09-03,20.1,-0.03397206666666666
2024-09-04,19.43,0.03267671428571429
2024-09-05,19.4,0.091301875
2024-09-06,18.89,0.0822958
2024-09-09,19.07,0.13682885714285714
2024-09-10,18.98,0.08427280000000001
2024-09-11,19.64,0.05284874999999999
2024-09-12,19.36,0.18185366666666666
2024-09-13,19.66,0.270447
2024-09-16,20.91,0.23582
2024-09-17,21.47,0.3222238947368421
2024-09-18,20.77,0.14894922222222223
2024-09-19,21.14,0.06634871428571429
2024-09-20,21.84,0.03159442857142857
2024-09-23,22.56,0.1112410625
2024-09-24,22.81,0.20840960000000003
2024-09-25,23.54,0.159574
2024-09-26,23.92,0.33090128571428573
2024-09-27,23.91,0.10631977777777778
2024-09-30,23.46,0.105176
2024-10-01,22.69,0.15671683333333333
2024-10-02,22.39,0.11820566666666667
2024-10-03,22.26,0.18498275
2024-10-04,22.59,0.099482
2024-10-07,22.38,0.14712514285714287
2024-10-08,23.32,-0.0319525
2024-10-09,23.46,0.17806533333333333
2024-10-10,23.22,0.050505749999999995
2024-10-11,23.56,0.14111875000000002
2024-10-14,23.44,0.122085
2024-10-15,22.66,0.10864171428571427
2024-10-16,22.31,0.07223942105263158
2024-10-17,22.44,0.07581940000000001
2024-10-18,22.77,0.073735
2024-10-21,22.84,0.061256
2024-10-22,22.4,0.11632660000000002
2024-10-23,21.98,-0.052997999999999997
2024-10-24,22.34,0.041118749999999996
2024-10-25,22.68,0.2279258
2024-10-28,22.92,0.1535452857142857
2024-10-29,22.9,0.16925628571428572
2024-10-30,22.3,0.053292
2024-10-31,21.52,0.1588487142857143
2024-11-01,23.2,0.2068972142857143
2024-11-04,22.52,0.025877833333333333
2024-11-05,23.32,0.1199412
2024-11-06,25.05,0.095283
2024-11-07,26.23,0.12275371428571429
2024-11-08,26.2,0.115453
2024-11-11,25.05,0.1310335
2024-11-12,24.16,-0.045548666666666654
2024-11-13,24.92,0.18429020000000002
2024-11-14,25.03,0.16883516666666668
2024-11-15,24.35,0.153337
2024-11-18,24.84,0.057582999999999995
2024-11-19,24.2,0.16088066666666667
2024-11-20,24.01,0.1264536
2024-11-21,24.44,0.009369750000000003
2024-11-22,24.5,0.16231516666666668
2024-11-25,24.87,0.23314275
2024-11-26,24.05,0.09495057142857144
2024-11-27,23.65,0.0745248
2024-11-29,24.05,0.040031000000000004
2024-12-02,23.93,0.18116669999999999
2024-12-03,22.47,0.021474999999999998
2024-12-04,21.96,0.081043
2024-12-05,20.8,0.11990757142857143
2024-12-06,20.92,0.1956965
2024-12-09,20.81,-0.0945175
2024-12-10,20.16,0.01996033333333334
2024-12-11,20.12,0.09276
2024-12-12,20.78,0.23898175
2024-12-13,20.34,0.06664375
2024-12-16,20.83,0.062526
2024-12-17,20.44,0.12608919999999998
2024-12-18,19.3,0.098431
2024-12-19,19.06,0.18213059999999998
2024-12-20,19.52,0.11898449999999999
2024-12-23,20.2,-0.021636333333333323
2024-12-24,20.4,0.208672
2024-12-27,20.3,0.068237
2024-12-30,19.82,0.118493
2024-12-31,20.05,0.078923
